age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
70,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,28,United-States
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States
41,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Germany
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States
24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
58,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
46,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
25,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States
46,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States
48,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia
44,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
35,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
45,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,0,0,50,United-States
23,State-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
47,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,32,United-States
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
67,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,3273,0,16,United-States
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States
33,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,48,United-States
34,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States
44,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Vietnam
60,Private,7th-8th,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,United-States
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,48,United-States
41,Private,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Japan
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
52,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
83,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,55,United-States
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1573,70,United-States
33,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
36,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United-States
36,Private,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
30,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,India
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States
34,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37,Private,Some-college,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States
75,Self-emp-not-inc,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
32,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Canada
76,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States
55,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,4650,0,20,United-States
29,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
40,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,8,United-States
36,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
27,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
47,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Male,0,0,9,United-States
22,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico
36,Private,12th,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
38,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,6849,0,60,United-States
51,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
23,Private,12th,Never-married,Transport-moving,Not-in-family,White,Male,0,0,46,United-States
21,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
68,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States
37,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
31,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,80,Italy
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States
36,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
47,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Puerto-Rico
19,Private,Some-college,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,50,United-States
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
40,State-gov,Some-college,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
22,Private,Some-college,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
90,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States
34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
58,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States
38,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,3325,0,40,United-States
23,Private,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
34,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
27,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,80,United-States
74,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,40,United-States
50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1902,40,United-States
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States
46,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
35,Private,11th,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
24,Self-emp-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
46,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States
31,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
45,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,Canada
36,Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
35,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
33,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,0,0,35,United-States
57,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
34,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,England
43,State-gov,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
22,Private,1st-4th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1579,42,United-States
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States
50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States
18,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,594,0,40,United-States
41,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,35,United-States
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
59,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
19,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
55,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States
37,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China
45,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
26,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States
36,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States
30,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
61,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,20,United-States
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
76,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,20051,0,50,United-States
26,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
59,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
35,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
33,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
22,Federal-gov,Bachelors,Never-married,Tech-support,Own-child,White,Male,0,0,8,United-States
19,Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
42,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States
35,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,United-States
26,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
31,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
53,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
49,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,90,United-States
46,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
37,Private,Some-college,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
42,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
46,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,England
67,Private,11th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
50,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,35,United-States
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,25,Taiwan
20,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Guatemala
32,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,Portugal
36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,45,United-States
26,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States
33,Private,Assoc-acdm,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,20,United-States
39,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States
25,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
33,Private,11th,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States
51,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
43,State-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States
